sentence,topic
its a slow burn,-1
if you try to binge or rush this you are gonna have a subpar experience,-1
but it also has one the worst but prettiest tutorials i have ever seen,4
run you fools,-1
free to play only costs your soul,9
i wish i never played this game,0
if you have a life do not allow this freetime black hole this time succubus to consume you,0
you will hate it yourself and everyone who plays it and youll still be farming,11
its too late for you,0
miserable timesink cant stop playing send help,0
no matter what anyone says this game isnt a pay to win game,24
took me whole  hours to find the first toxic player,0
i can not belive i wasted money on destiny and destiny  when this game exsisted,5
i had a small wee wee no friends no girlfriend depression and absolutely no will to live,0
if you like destiny  but hate getting disappointing every  months then warframe is the fp game for you,1
there is so much to do and grind for that you wont have any time or energy to complain because the time you took to complain about something  primes and  quests came out and now youre  years behind with no relics and no credits and no endo and no build,3
i paid money for games that were much worse,5
so i was just reading the negative reviews of other players with multiple thousands of gameplay hours and thought those hypocrites need balancing out,6
the only difference is that now there is even more of it and they just got bored of the game after spending  quality hours,-1
can you really blame the game for that,0
everyone gets bored of everything eventually there is no escape from the reality,0
super chaos,0
this game is the definition of adhd,12
at first its fun but nothing is clear then everything is clear but no longer fun,0
i sit im depressed i play,0
i have never read so many wiki pages in my life,4
bum bum,0
yeah not because im lazy and irresponsible with money,5
lots of the mission types are skill based in any case so no amount of platinum in game currency will buy you success,25
however this game has a terrible sense of guidance for new players so its recommended you look up guides to see what you must do to progress,4
product received for free  eh its ok gets a bit repetitive after some hours and content recently either takes too damn long to be pushed out or does not really meet players expectations,23
for the new players the ui can be really confusing and some market stuff might make you falsely believe that you need to dump real money to get things like warframes and guns in the game which couldnt be further from the truth,-1
wouldnt waste my time with it otherwise,-1
and a little advice dont blow that platinum as a new player on weapons and warframes its a ripoff because you can easily craft it yourself,25
and dont immediately blow it on cosmetics either,-1
fun and addicting game but stay faaaaar away from the chat features and jobless freaks who moderate it,-1
this game taught me more about farming than farming simulator,11
its sad to say it but warframe has seen me through the hardships of a failed  year relationship after i ended up having sever depression and daily mental breakdowns my partner ended up taking the kids and leaving me,1
the newer updates are dreadful in my eyes and i feel like the game has lost its touch so the warframe i knew and enjoyed i will be forever thankful for and the friends i made during this time playing and having fun together,1
but i will never go back fully to it,-1
but the possibilities made me fear the effort i would need to reach the stars,0
and after a while in which i tried to reach perfection as a tenno i abandoned warframe again,1
i know my enemies and more will be after my soul,-1
a free to play game  and giving it a negative review for insert squealing child rant here  id say you got your moneys worth,23
no game will hold your attention forever nor should it,0
why whine like a child and deprive someone else the chance to have the same fun you obviously did,-1
love the fact that i have  hrs on this game and i got banned and cant play anymore because i am from iran like good job guys,-1
you play warframe cus of the grind  i play warframe cus of the women frames  we are not the same,1
lots and lots of ass,0
doesnt get enough credit or attention,5
nobody will read my review so i will eat  tablespoon of ketchup for every like this gets,-1
my soul has been devoured by this game,-1
months later   soul devoured,-1
platinum is a mean to fashion the hell out of your frames and buy slot and orbiter decorations,25
and last but not least ordis that is indeed a crappy pun,-1
quick reminder  it is grindy as hell what the hell do you expect from a freeplay game,3
and then my girlfriend went to this very friend and now im alone again,0
pretty sure ive committed war crimes in the name of fashion on more than one occasion,-1
this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube,-1
product received for free  i hate this game,23
i dont think i need to say any more here,0
the enemies in the game are  real factions grineer cloned soldiers clad in armor using ballistic weapons,-1
corpus high tech robots and merchants who worship money as their religion,-1
theres very few cosmetics that cant be earned this way and the only reason for that is because they werent designed by the warframe team and were made by creative players the money spent on them turns into a bit of cash in the wallet of the players who created it,1
for a game that was truly terrible and boring when it first came out its impressive beyond anything else,-1
this is a game that truly puts almost every triple a game to shame most other indie games and every other free to play game,9
itll be a bit of a long read,-1
to me the notable flaws are some pretty harsh bugs pphosted multiplayer and a steep obscure learning curve,2
i may as well add the developers propensity for creating content islands to the flaws even though its not done in such a way i personally feel is a turnoff,2
combat in warframe makes you feel like a true murder machine but not in a marysue cookieclicker kind of way,1
the movement is one big part of it with a lot of enemy types with different weapons units that can afflict debuffs on you if youre not careful etc,8
at higher levels those debuffs can easily spell your immediate demise,8
speaking of mods however going onto what i think is one of the most conflictinducing points about this game you can bring up rng,11
and i would disagree,-1
if you play this game in a strictly completionist way you will burn out like a candle in a crematorium,-1
thats not the path the game tries to lead you down though and not the intent of the developers,2
i wont say much more about it,-1
its no surprise some things either take a long time to process or are just lost by the wayside when the community is this active,2
the game breaks in a variety of ways and updates often brings new bugs onto the table,2
most of them are annoying at worst but there are some that can screw you over royally,2
the ones that hurt the most are the ones that renders the client unable to update your account after a mission,7
then when you finish up the mission the game doesnt update your account and you lose the stuff you got in the mission,7
it bites hard,0
loot not dropping isnt nearly as bad as getting the loot and the game just not giving it to you,-1
the worst bugs happen due to poor connectivity between client and host in most cases,2
the game also does a poor job explaining some pretty important things,-1
some things are stowed away in menus people just miss some are briefly mentioned in a tip in a corner of a loading screen some things are just left out totally,-1
the game clearly wants you to find stuff out on your own but for a lot of players it proves an insurmountable task,-1
this isnt necessarily a downside for everyone just that for a lot of players it really feels like youre thrown into the deep end of the pool,4
if youre not into exploring and just want the game to tell you what to do it can be rough,-1
the devs have on occasion tried implement ways to fix it but the problem remains,2
again seems to me its not something the devs forgotten but just havent figured out,2
it really doesnt constitute a problem that hinders the game flow much beyond sometimes feeling kind of stranded in particular content,2
monkey man players seething and malding at the fact they cant afk the game anymore,-1
played it so much i burned out and moved onto other games,0
digital extremes really stuck to their guns and put everything into wf and didnt stop,-1
i cringed at that thought until the story pulled it self into warframe and wow,1
my biggest complaint with the game is why,-1
why do we get all this stuff,0
literally  people play pvp which is a shame,26
why do i need to keep doing what i was doing when its way easier now,0
warframe has a lot of stuff to do but there is no goal,1
i dont know maybe im missing the point,0
with a constant stream of content intimate developer and community relations and a player driven economy based on a tradable and therefore entirely unnecessary to purchase premium currency as far as free to play games go it really doesnt get better than warframe,1
its fast and its grindy,3
it doesnt really sound great spelled out like that but it really is,-1
though it usually feels like my time isnt being respected most of the time with the absurd drop rates and rngesus hating me its still fun if you have the right friends to play this with,-1
u wont find free to play game like this anywhere,9
i hate grinding as much as the next guy but theres just something soothing about it in this game,3
this game is almost nearly impossible to rage in,-1
i dont think i can name any games that are similar to warframe,1
i wont talk about the story much here because it does have a ton of spoilers that i dont want to ruin for new players,14
run sliding is so addicting that you will be trying to do it in every other game you play and then get upset with the fact that you cant,8
i hate this game,0
this game was a very on and off for me but with nothing to do this game is filling that void,0
this game really took the flag and ran with it,0
waste your beginners platinum on a syandana,25
run out of ammo,8
it dies after a few weeks,0
quit warframe,1
kubrow is stuck in the wall,-1
burn your graphics card and cpu,-1
never leave warframe again,1
this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube,-1
farm it up ninjas,10
i need crosssave  plz de plz i cri,-1
pvp isnt that good so if youre looking for that go away but if youre looking for an awesome coop expierence picking up loot building weapons and warframes then get this game,26
the cons are the game can bug out at times,-1
some players may just stand around doing nothing or be bad at the game,4
before i played this i had a small penis no girlfriend and no will to live,0
this game is like cocaine but worse since you can at least run out of cocaine,12
something that you never realize you want it,-1
now have ptsd whenever i think about installing this,-1
dont play this game solo,0
the only game you can sink hundreds of hours into and still have no idea what youre supposed to do,0
just about every looter shooter ive tried over the years has fallen short of anything longlasting for me,-1
this is a slow burn game,-1
you dont need to spend a penny on this game,5
very much grind lost gf bcs of the grind,3
look at them they come to this review when they know they are not pure,16
players use the keys but they are mere trespassers,15
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the valve,13
behold the players come to scavenge and desecrate this sacred realm,19
i will teach these trespassers the redemptive power of my steam key,15
the players are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
dont play this game,0
its quite daunting to get into with just how much content is present,-1
i hate this game,0
you are awoken rudely by the vile grineer captain vor who has discovered a tenno a space ninja on the wild planet earth,10
you think back on how all this led to her passing and how you took the loss by losing yourself in dark souls,21
trying to break free from the indirect siren song of her voice and orders over your warframe you are powerless,1
this detour of the galaxy taking a dark turn you dont want to face your fellow tenno old friends from a forgotten time now under the control of the lotus,0
the risks of the nebula be damned,0
ive had crack less addicting than this,12
tldr if you generally dislike grinding this isnt the game for you,3
the general player this is where the majority of both new and old players either get loads burnouts or just straight up quit the game,4
youre probably thinking how the hell can endless hours of constant grinding be fun or something along those lines,3
even the worst kinds of weapons can be surprisngly effective or do the most hilarious things you would not see in any other game,8
too much content for a free game,9
very addictive lots of grinding so many things to do that in the beginning it can be overwhelming,-1
dont know if i like it yet,0
how is this game free and division costs  bucks,9
ahhh my head hurts,0
wanna blitz around spreading misery as quickly as possible got you covered,0
it can be buggy it can be hard to follow at some points and some of the timers are clearly a relic of the past that refuses to let go but for every one of these complaints you can find something good,2
a game where you can become hilariously overpowered space ninjas that blow up millions of enemies everyday just to get that stupid mod that just wont drop,10
not addictive but not as bad as i thought it would be,12
product received for free  most of the time i log into this game and completely black out coming to only when ive clicked the shutdown button,23
its something about space ninjas and men in walls i wouldnt know i wasnt conscious for any of it,10
you say only to go back to your orbiter and learn that it takes  hours to build the weapon is trash tier without prime mods and the only thing youll ever need to use is spinwin atterax welcome to warframe,1
the solar system is in chaos and its up to you to maintain the balance,0
you end the game as a walking warcrime with a saitama complex,1
i have absolutely no idea what im doing,0
before i played warframe i had a small wee wee no friends no boyfriend and absolutely no will to live,1
my girlfriend hates this game,0
its also farmville but a shooter,11
the game gets boring after you become a highrank scrublord,0
theres so much grinding you would think that youre a puerto rican hooker,3
i broke up with my girlfriend because of this game,0
very hard to get people into the game,4
very little tutorials or explanations at the start and wait times for mr weapons is a bit silly,4
early game is pretty boring and bad,0
if anything needs to get updated or fixed its that,2
shut up ordis,-1
mysterious storyline but it doesnt matter,14
honestly everytime i play this game im just lost,0
beware new players this game has a lot to learn and it doesnt teach you by holding your hand,-1
the game doesnt block you or turn into a snoozefest just because you dont want to pony up the dough,0
play warframe if   you have no life  you want a good mmorpg game  youre bored enough to read my review  actually have a pc,1
grinded for  years straight   still not max serration   fml,3
game is currently being review bombed by mostly people who are butt hurt about the aoe meta and wukong being nerfed and to those people all i have to say is a phrase you used against the rest of us for so long now                   git gud,6
ignore me,0
i just hate the write a review window,6
im just balancing out the reviews complaining that they have to actually conserve ammo and not use wukong to afk farm,6
at first i didnt like it the grind sometimes is hard especially at the beginning,3
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
warframe isnt anything special,1
not even a little bit,0
hours playing warframe  dude this game sucks grinding nonstop useless weapons and my warframe seems to be made of paper   hours playing warframe     a lone liset vessel travelled through the atmosphere of pluto,1
pretty confusing early on,-1
the most negative aspects of warframe in its current state is probably the interface and places where you find the things you might need,1
especially as a new player its easy to get lost with all the different menus and there is way more complexity than necessary making it feel unstructured at times,4
a definite plus for everyone who is tired of brain damaged idiots who rage about lack of skills while playing in game sessions tagged for beginners quite common in certain mobas,4
the new player experience is terrible though so get used to reading the wiki and viewing tutorials,4
i still have yet to kill or capture an eidolon and have no clue about anything regarding the orb mothers,-1
i am so confused,0
a dont trust anyone in the trade chat game xd,-1
warframe was there when my dog died,1
warframe was there when i lost my job,1
warframe was there when i was depressed,1
warframe was also the cause of the terrible things that happened in my life                but that lato vandal and excalibur proto armor skin was worth it,1
i am sorry for deceiving you,0
yes the game can be grindy  but please tell me a single game that doesnt have some sort of grind system or does everyone want to have everything within a week,3
if you cant be bothered to read me yapping i dont blame you then tldr warframe is a timeconsuming but rewarding game,1
this game uses a cash shop although using it is easy its not always the best thing to doas you still have to play,-1
my only gripe is a few thingsthe tutorial and help stuff isnt very goodat times i didnt see what i was supposed to do next and didnt see the small text explaining my powers or how i could open certain lockers etc,4
also many missions seam to just all together give up on stealththere you are sneaking around taking your timeand suddenly everything comes after you,7
i tend to do things slowlyi like to ninja the missions in gameskill them all so to speak at timesbut this game sometimes forces me to run out,7
fissure missions bounty missions and infested missions all have this global they come right at you thingno matter where you areits very annoying,7
this in turn makes me miss items and hidden stuffwhich is annoying and disapointing,-1
i first played it years ago when it came out both on pc and ps but for some reasons i couldnt get much into it,0
its absolutely massive and to be honest it can be overwhelming for new players,4
only thing i dislike about this game is that digital extremes sold out to the chinese group leyou and now its been bought back by tencent,2
and that is not good at all for the future in my opinion,0
steam players helped to make this game a success and now we are at the mercy of epictencent anti consumers policies,-1
pretty sad if you ask me,0
theres no one around and your comms is dead,0
hes almost upon you now and you can see theres blood on his face,22
my god theres blood everywhere,0
hes brandishing a scythe its stalker,22
lurking in the shadows murderer killer stalker,22
killing for revenge stalker,22
laughing at the bodies sadistic murderer stalker,22
now the lockdown is raised and you seem to have lost him but youre hopelessly lost yourself,0
stranded with a murderer you creep silently through the ships halls,22
now your screen is black youre probably dead from stalker,22
but he doesnt see you fumbling stalker,22
backstabbing stalker,22
fighting for your life with stalker wrestling a scythe from stalker stab it in his neurodes safe at last from stalker,22
you limp towards extraction still stuttering from bad performance issues,-1
theres an arrow to your head and death in his eyes but you farmed for that fists stance body slam murderer stalker legendary fight with stalker normal tuesday night for stalker you try to swing a scythe at stalker but now your friend is trying to skype you,22
hes dodging every swipe he parries to the left you counter to the right you catch him in the neck youre chopping off his head now you have just decapitated stalker,22
fair warning tho this game is a huge time sink and will eventually give you a god complex to the point youll start itching if you dont manage to kill everything on the map within  seconds,0
theres also the super heavy rng based farming which can also be very annoying at times,11
about the devs im fairly sure their attitudes reflect the hate they receive daily,2
they can sometimes do kneejerk reactions which always open the floodgate,2
now events arent as great as they used to be,-1
they have done some unfortunate things but nobodys perfect,-1
the game definitely has its issues but they are being worked on,2
they need to make it slightly annoying to get stuff for free so there will be a reason to spend money,-1
i cant not recommend this game any longer,0
i cant believe this is free is the right expression,9
i regret i didnt play it sooner,0
my friend that didnt like the game actually sticks to warframe for sometime,1
hours later all of my friends gave up  and im still playing this masterpiece,0
this game is not paywin,24
i have no idea what i am doing,0
warframe does not in fact allow paying customers to gain such power,1
while the loot drops and slight grindiness can be a turn off it is often offset by just how the gameplay feels fluid and intuitive to get into,-1
i spent  hours in the past two weeks playing this and i regret none of it,0
i cant believe its been  years already,-1
dont get yourself chat suspended,-1
this game sucks so bad,0
blizzard and ea can dream of money if they continue to make such crappy games take an example from warframe,1
their goal is to one day find a cure for their species which rapidly degrade due to the cloning process,-1
the corpus their rival faction is all about tech and greed,-1
always send robots to do their jobs,-1
dominating the market even joining all sides of a war to make trade while at war with them is their buisness,-1
the orokin the infested and the sentientswell theyre secretive bizzare and supposedly long gone,-1
while the game cant be considered pay  win due to the extreme focus on coop gameplay its diminished a little due to the existance of the conclave the pvp enviorment,24
its community is the complete opposite of warframes normal side,1
its incredibly toxic even in the team based pvp,26
the normal parts of the game can get really chaotic,-1
from hoarding every piece of equipment right down to scanning everything in a massive lorehunt,1
players are technically overpowered and will pretty much always be this way,-1
youre a metal ninja with stuff straight out of magic defying the laws of gravity even create limbo in a area,10
later levels and planets in the game can get absolutely insane with the number of mobs from the many factions,7
nothing ever feels as good as firing two rounds of a shotgun with radiated fire bullets and have its ultimate skill send off a aoe that melts away armor and just makes everything explode,8
theres a problem with the loot though that can push people away,-1
on top of this you need to farm for materials to craft them to begin with,11
platnium can come in to speed up the process so it has the feeling of the typical bad facebook game,-1
i cant play fallout  i can just barely play injustice but i can easilly run this game on around medium settings,-1
rng can bless you or hate you as you try to grind for the same item for weeks,-1
are you a donkey,0
do you want to do things over and over and over again without any purpose,0
i want to have sex with the infested,-1
fun but it gets extremely repetitive and theres diminishing content the later you go,0
youre not losing any money over it unless you choose to,5
come on dude take a shower please,0
similar in some ways to the multiplayer experience seen in mass effect  warframe wastes no time in telling stories particularly elaborate,1
the background narrative in fact will give us an excuse to put ourselves in the shoes of ninja called to fight a futuristic alien faction,10
the objectives vary enough but the main flaw of the title digital extremes is out soon given the limited variety of levels,-1
the gameplay fortunately fairly obvious problems of repetition of the title,-1
waste your beginners platinum on a syandana,25
run out of ammo,8
it dies after a few weeks,0
quit warframe,1
kubrow is stuck in the wall,-1
burn your graphics card and cpu,-1
never leave warframe again,1
dont mind me just countering the review bomb from braindead pissbabies malding that they cant literally afk the game anymore,6
i broke up with my gf once because of this game it consumes life itself,0
product received for free  farmframe i spent all my time on this bad boy,23
i hate this game,0
meh get boring after a while,0
a very complex mmo with a freaking huge world freaking many guns and items and freakin many enemies,-1
but u will spend horrific much time in that game,0
this game is a digital heroin addiction,12
i havent been outside my house is  days this game is destroying my life,0
whatever you do dont play this game,0
not sure i can say anything about this game that hasnt already been said tbh,0
two tips for getting started though  dont be afraid to ask seemingly stupid questions,4
im shocked to say the least that this game is well optimized for a freetoplay game,9
like im not even joking those robots are mind blowing even by human standards,-1
you ready to waste hours of your life,0
nobody will read my review so i will eat  chili pepper without milk for every like this gets,-1
few days later he left me then i didnt know what to do and soon i discover that playing solo is hard,0
the grineer used to be builders now all they make is war,-1
the game offers very little guidance for new players and often have to use youtube to guide them,4
this process is fun but also tiresome especially without friends,-1
cons steep learning curve game doesnt offer much guidance can be time consuming sometimes feels too tedious,-1
we really need some serious college courses for this game,4
its just a game i dont like to study about everything in this game,0
shame about the wife and children though maybe ill get to see them on weekends,0
warframes story made me cry,1
giving a review only to counteract the negative reviews from the raging babies who are bad at video games,6
oh no,0
they cant constantly wipe the whole map with a single click of the mouse anymore,-1
in a game thats all about murdering things in style,-1
how dare they,-1
what a difficult game,-1
clicking left mouse button is really hard,7
what a sad state of affairs,0
sadly the story is a lot of times confusing i cannot really understand most of the time what is happening storywise and its also quite forgetful also the achievements on this game are on another level,14
one requires you to revive  allies one to drive with the kdrive mil meters and the master rank ones are just a nightmare,1
i hate grinding,3
everyone is aware how grindy the game is and we dont care because it plays so so very well,3
please dont be swayed by the negative reviews posted by other people they are just unhappy with the aoe and wukong nerfs wherein most of them are not even playing the game properly lol,6
aoe meta is dumb anyway,6
my dog ate a pipe bomb after i got volt prime,8
the storyline is fairly basic but servicable,14
you have access to a wide variety of weapons ranging from high tech railguns to a whip made from the spine of a feral beast coated in lethal parasitic growths,8
you shoot the same man over and over again to level up your stuff so that you can shoot that same man faster sending his family into terrible debt paying for multiple funerals just as the daily grind of life leaves families in deeper and deeper debt,-1
with no way out you keep shooting that poor man hoping that eventually there will be something beyond shooting the same dude you dont care about him or what grief comes of your action you just want to shove a potato up your butt,-1
you can even shove a potato up their butt,-1
the social aspect of the game is weak actually very similar to borderlands,-1
people just form parties and get on with it without moaning that player isnt performing or whatever,4
teamplay tends to be very poor but thats actually very typical for a coop,-1
the average young lad is more interested in ramboing a level rather than doing what he should be doing  acting as part of a team so many players are primarily built for dps and speed,4
how strange is that,-1
the main quests in the game are good but the ingame explanations are very poor,14
the only one real criticism i have found is that in two solo quests it locks you in the quest until you have won,14
you cant get out by dying,0
you cant get help from friends,0
to my mind that is utter insanity,0
so many players will have reached one of those points and just thrown in the towel,4
there isnt really much warning either  you could well have a useless warframe on when you reach the point and its really game over,1
seems strange on an mmo that you want to get rid of customers,-1
really total nonsensethank heaven there are only two points like that,-1
ultimately the downfall  the reason you may stop playing the game  is the lack of variation in missions and the lack of true coop play,-1
dont think for an instant that its not worth playing though it most certainly is,-1
shame i didnt know there was one already out there,-1
stop wasting time,0
taking breaks from this game is a pain in the ass because theres a big new thing every month and i have to learn a wholeass new system when i come back to it,0
besides my review dont waste your money on anything besides this,6
however ive spent thousands of hours and dollars on this game and i cannot justify spending any more money,5
game breaking bugs have remained in the game for years,2
with every new update i wonder which new bugs ill have to play around,2
well its also not free and id expect better from any other game or developer,9
for all the crap that the devs can get sometimes they are always adding new content and adjusting old content to help make sure almost nothing is out of the meta,2
when i first started playing warframe i was hesitant to continue because there were so many things to do,1
ive been playing this game for about  years now and its about time for me to move away,0
the bad  hard to get into the game due to the sheer amount of content and things to do,4
long waiting times for new items to finish crafting,-1
game can be buggy sometimes,2
the main bad guy of the game is named small biggie he doesnt believe good kush and alcohol is mlg and wants to destroy it and the people who like it but you have snoop doggs main hoe on your side so its okay,12
will you ever get your good kush and alcohol back,-1
great game but its hard to play it everyday,0
instead of handing out money and lifesaving surgeries to those in need i charitably hand out valueless digital space doohickeys and gizmos to people who beg me to stop,5
warframe suffers from the same issue most live service games suffer and that is that the core gameplay loop is sometimes neglected for an extedned amount of time while more focus is put on shiny new content,1
as a long time player of warframe youll find that there is a lack of a true endgame and updates feel small and meaningless for the most part,1
granted players doing raids arent always very nice as well as people on region chat but other than thatin my experiencethe community is overall very giving and helping especially the veteran players,2
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
at first i thought that it would probably be bad since its free to play and released in  but no i was surprised on how wrong i was,-1
i am still shocked on how much content there is for a free to play game,9
send help  i cant stop playing this game its too good its ruining my marriage i am a dessicated husk of my former self due to improper hydration please send help i cant stop,0
i could have gotten laid in the time i spent playing this,0
id rather play this than sex,0
this game obviously had a lot of work put into it which is why i do not understand why it is free,9
you go to the store to buy a carton of milk but by the time you get it home the milk is already expired and it costs  platinum to put it in your fridge,-1
they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
look at them they come to this place when they know they are not pure,16
