sentence,topic
now almost  months later im a better reformed person getting on with life but still manage to enjoy a game of warframe with the friends,32
warframe was one of my favourite games the play to win and not pay to win system made it so much better for everyone,19
i will still give a thumbs up for the old content its a game worth trying even though its a bit hard in the beginning before you figure out how it works,-1
was fun was free and that was it all,0
i realized story fragments enjoyed the narratives and understood some of the content and features,18
i took what i needed,4
progress was satisfying,34
i saw that i delevoped and became a better tenno,44
i saw that warframe changed and became a better game,-1
the urge to serve a greater good is strong in me now,-1
i know the challenges and more will be there to come,-1
i know the way to perfection and more obstacles will be there to overcome,-1
a universe full of diverse content and a storytelling which brought tears into my eyes,18
you above all people know how much fun there is to be had here,-1
its a fun game,46
this game is actually the peak of free to play games,0
you can really tell the devs actually care about the players instead of creating a quick buck,11
this is the prime example of how to make a free to play game fun and fair other devs should take notes,0
games addicting,21
it is possible to get everything you want in the game without spending any money,8
we are just gamers who want to play and support the games we love,-1
ive played a little bit its ok,7
the best freeplay game even better than most of the paid ver games,0
good       edit ok,6
more content than destiny  and its free,70
and i have loved every moment of it,16
welcome to warframe,26
i have absolutely no idea whats happening but it sure is fun,52
i tried it seems good,20
after  hours i can confidently say   its ok i guess,7
were all here to help,4
now may rngesus bless us all with our riven rolls so that we can sell them for  platinum,48
because of this game i found a girlfriend and a best friend,15
i am what i am because of this game  otherwise i wouldve achieved a lot more in life,-1
i asked my son for help and he helped me,4
i loved it as it was the best time i had spent with my son since my wife had died,16
this game has ever since brought me and my son closer again and now we actually spend time together outside the house as well,-1
this game reminded me that theres fun to be had in everything and it has brought both me and my son many happy memories over the years,63
thank you,6
its aight  still getting good updates tons of content easy to make premium currency without spending a dime,8
today was a good day,6
warframe is by far my favorite game and most likely will be for all time,19
its a beautiful game that runs on nearly all systems,1
the game is a third person shooter focused on pve with character abilities quality gunplay and unlike most shooters melee is a perfectly viable alternative,22
high power characters moving at a quick fun pace,9
now on to the free to play aspect if any game deserves that title warframe is that game,27
warframe has the cleanest free to play game i have ever played,27
no fret though the cosmetics made by the warframe team are great if you have no money for player made cosmetics,-1
i love this game and i love the people in it this is probably the most friendly community in any game,4
i want new players to join this game and im willing to help teach anyone who needs a little help,4
anything to get more people into this lovely game,53
warframe is massive gripping in profound ways and for several reasons among the best games ever made in my opinion,19
pros  the movement is really satisfying in pretty much every part of the game,9
moving around with your warframe makes you feel strong limber wellhoned,26
there are vehicles and other characters that you get to move around as well and the movement of those feel wellsuited too,9
as long as you engage with the game you get to feel like a god,-1
the gunplay and melee is wellcrafted with a wide array of choices to go for,-1
modding your gear to work with you and not against you in combat is fundamental and a lot of fun,31
this is just a few things that i think are fantastic with the combat but ill cut it off here as not to make this centered totally around this one point,9
crucially the things you are doing to get the drops are still fun,-1
the lore is pretty indepth even if it isnt all splayed out in the quests or in missions,18
its touching and has some serious complexity to it in places,69
its really truly nice,6
this is positive because the player being forced to go through this specific part of the lore also gives important exposition and gear for content that follows,18
not to mention warframe seems to attract mostly really wonderful and caring people,-1
its a very welcoming place in comparison to many other places online,4
if anything it gives you a reason to play more when a new island drops,-1
across the board warframe is a stimulating colorful timeconsuming emotional experience,-1
i havent even scraped the surface here and after many years i still feel excitement playing the game,-1
i recommend this game,13
love to see it,16
number go bigger make brain make happy juice,-1
the best free to play game out there with consistent content updates just try it,0
over  hours of game time and it was fun,7
lots o fun,61
what a blast,69
much better,-1
im very happy with what has become of wf and highly recommend if you are looking for an online shooter that may be played coop or solo,-1
either way wf is a great game,19
theres a lot to love in warframe and a lot of stuff to do,26
its super pretty looking and it feels great to experience,69
my favorite thing about other similar games like destiny  is the connection between pvp and pve,78
you bring your gear into pvp and that makes you feel triumph when you win,78
i recently finished a build i really liked,-1
after years of casual play i finally had maxed out this build,-1
i was so happy and then i thought so what do i do with it,-1
but thats how i feel and id still recommend playing the game,13
been here  years and ill be here for years to come,43
warframe is one of those games that you quit for a while because of what ever reason you might have but then come back to it eventually and you get immersed into it again especially with the most recent addition to the game plains of eidolon,32
pros  free to play  amazing visuals  great optimisation  can choose if the player wants to play solo or multiplayer  a lot of different game modes for the player to enjoy  a lot of different warframes and weapons to enjoy  fixed archwing  dojos  variety of different missions to enjoy  freeplay without being paywin  cons  at some point the game gets repetitive mostly only when farming for something  sometimes the game feels like youre just mashing one button mostly vs infested  long update times due to the launcher at least for some people  game overall is great and most definitely worth checking out especially since its of high quality and free to play,47
its free try it,30
great story great amount of things to do great community nice staff common events almost nothing within the game that cant be farmed for even most of the cosmetics can be gotten through either selling in game items for the pay currency or from trading in standing with the various groups,8
a prime ehhehe example of free to play done right,0
if you like action oriented games loot driven games third person shooters going real fast the art style or any combination of those things youll probably like warframe,-1
played for more than  hours total and i still dont know what the hell am i doin but boomboom and pow pow issa good game with very hardworking devs kudos,7
this games pretty cool if you hate yourself,28
this game has one of the most wholesome communities on the internet,4
not only are people supportive of whatever goal you may have when you play the game and willing to help you even if they get nothing out of it themselvesbut i have been gifted boosts and crafting material by very kind higher level players after hanging out with them for a few missions,4
while this game is quite grindy its very easy to chit chat with people while you play or zone out to your favorite music,-1
check pretty graphics and can play on potato pc,1
check  what more can you ask for a game that is free and gives you everything you want to enjoy about a ninjaisk game,5
warframe is one of the most unique games that i have played,19
most of the warframes in the game have a prime variant that has better stats than their original counterparts,-1
mods are the backbone for weapons and warframes in this game so they are a key part of buildcrafting,14
the amount of content available to play in warframe is astonishing for a free to play game,27
there are other benefits but these are the main reasons to increase your mastery rank,-1
once completing the entire star chart there is new content to explore afterwards,38
the benefit of completing steel path aside from mastery rank is that mod and resource drops are greatly increased so you can earn more rewards for completing missions in steel path,-1
this activity features a rotation of activities that give you a lot of unique rewards and endo which is used to upgrade mods,-1
i dont want to fully explain everything in this game but there is so much to do in this game and i dont feel bored when playing because you can always do something different,-1
definitely give warframe a try,-1
we all lift together,34
as a destiny  player i am starting to open my eyes to this game a lot more,84
and as a returning player since the plains of eidolon i love how welcoming back the community is and is happy to help with whatever you need to catch up,4
i also received many welcome back gifts which were such a welcome surprise for how much i was getting from people for warframe slots weapon slots companion slots etc,-1
i dont write reviews often but as a chronic destiny lover and player this is the best community and a refreshing one even rivaling final fantasy s community,40
i cannot wait to jump into more,62
to the one person reading this youre pretty rad,6
have a nice day,6
accidentally played for  hours straight so it must be good p,7
you delay and do cool spins,9
grind heaps,3
tonkor is awesome,-1
success,34
oh wow for once i actually need rubedo now,3
product received for free  i am a  year old biker and trucker father and probably one of the oldest people playing this game,17
my son got this game for from his uncle so we installed it on his computer and he started playing,-1
me and my son then played in turns and i loved it as it was the best time i had spent with my son since my wife had died,16
this game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well,-1
this game reminded me that theres fun to be had in everything and it has brought both me and my son many happy memories,63
for those of you who played before  take note  since the second dreams release warframe has been extensively given a lot of love and care and is beyond a mere games worth of content,19
prime warframes and weapons can be earned through void relics and easily traded for platinum the games premium currency in an economy that easily makes it possible for completely freetoplay players to enjoy the games cosmetics and easily gather the resources they need with a little effort,-1
everything takes a short amount of time to farm and a long time to cook  but if you pace yourself well you can accomplish a lot within a week of playing this game once youre past the early hours,35
this game doesnt hold your hand however  expect to get confused with the modding and forma system at first but its a satisfying learning experience reminiscent of s gaming where you actually put some bloody effort into your games,13
combat is fluid freeform  the parkour system is genuinely fun to use and fits well with the fastpaced combat of the game,9
digital extremes who have history in aaagaming before this  the darkness  was a great game if not short are consistently providing their love and support into the game alongside informing the community of their future plans for the game,42
hands down i would recommend this game  i mean my friends got k hours on it so clearly she must find a reason to keep playing it since launch,-1
thats the highest hour count for any game ive played in my library,7
better then destiny,41
games so good and fun specially with friends oh also r artists are good,15
it all depends on the type of gamer that you are for me this game is like crack its too addicting and i love it,21
coming from someone who owns well over a couple hundred games ps and pc i always come back to warframe,32
its that good,29
warframe is a great game with a few issues surrounding it,19
the pros in my opinion are you never feel pressured to buy platinum since trading is easy and so is getting credits,48
each frame character that ive owned have all felt unique and pleasurable to play,14
the game looks gorgeous hands down,1
its use of lighting and such make it look fantastic,1
the missions while repetitive at times are enjoyable,37
there is a great variety of frames weapons and mods to challenge yourself to learn,14
coop is easy and lagfree as far as what ive experienced,24
in summary pick this game up if you have a few friends with it and become a ninja today,5
none of these things have changed but the game is pretty good,57
game good,45
excellent story innovative gameplay eyecatching graphics thick warframe ass what more could i ask for,-1
one of the best fp games out there,10
product received for free  this game is better than destiny,70
ok i told myself if i reach  hours in this game ill write a review  and im not here to tell you about the game there are other reviews that do that better than me but i will tell why i like it,-1
fourth the devs kind of listen fifth the grind is not exhausting  you can get your stuff rather quick  so yea,3
pretty good,6
thumbs up for warframe,26
as a fp game it is a bit grindy but the aesthetic as well as the feel of downing enemies and the sheer fun of ripping apart hordes keeps me coming back,10
is even better with friends,15
,2
this game is polished,-1
i mean like you can see your reflection its so polished,1
,2
fortuna is now my nd alltime favorite town in a videogame only behind tristramfor me,38
such unique and creative content,-1
im hooked and i highly doubt ill be buying any other looter shooter after destiny  which i quit after a week and im glad i didnt bother to buy anthem,84
warframe is complete and is so much more deserving of my money and support,-1
thank you digital extremes you guys and gals are a cut above the rest,42
its like a real life girlfriend,-1
only far less expensive and easier to grind,3
that being said it is without a doubt one of the best games out there,54
the games within the game are amazing,23
this is the hidden gem,-1
the love the devs and the community has for this game is outstanding,11
new players are welcomed with open arms,4
give warframe a good soild try,-1
its amazing,6
it framed my war real good,26
it brought me here and here i was reborn,43
one of the best free to play models i encountered   no content locked behind paywalls except decorative stuff with no gameplay impact,8
also i wish i could travel back to  before i started playing warframe and tell myself that one day i would be more excited about a major content update of a fp game than the next fallout game just to see my reaction,-1
warframe has some of the best art direction and i daresay my favourite artstyle of any scifi universe theres heavy elements of biotech and each enemy faction in the game has a distinct aesthetic that ties into their background and the way they fight,-1
regarding monetization like many other reviews have said warframes monetization is fair and plenty of players play through the game with no disadvantages without spending a cent,8
a review about warframe is not complete without mentioning its origins and success warframe is a freetoplay indie game but it has achieved great success in spite of this because you will be hard pressed to find a team of developers that communicates better than warframes their community team has streams from monday to thursday consistently and fridays have a biweekly devstream where the community coordinator the creative director the design director and the art director just sit on a couch and talk to the players about their plans about whats next for the game and they also answer players questions,-1
pretty good for a few hours of gameplay,7
better then destiny,41
finally crosssave i can keep playing with garuda and wisp,-1
itll never stop,-1
grab a friend and prepare for some of the most badass space ninja gameplay youve ever experienced,5
its alright i guess,72
im not too far into the game but its okay so far,7
edit lol the new expansion takes place on the day i was born so ayyyyyyyyyyy,-1
original review better than destiny  so theres that,41
product received for free  i liked the fishing,17
by far one of the best games i have played  the first hours can be frustating considering that there are no ingame tutorial to explain all of the mchanics but thats the region chat is for,-1
he gloats and tries to claim you as a prize for his evil queens of the grineer but you break free with the help of the mysterious lotus a beautiful woman seeking more tenno like yourself,-1
now in a cosmic frontier of space ninjas evil cloned descendants of humanity and a scavenging corporation of another branch of evil mankind your path is clear  become the best space ninja with an insane selection of armor weapons and so much customization options that you dont know where to begin,5
you take the fight to the space zombies the  and learn how to craft better weapons and warframes along the way painting all you use and own in dull colors of green and blue trying your best to honor the memory of your erstwhile love,5
she offers peace security and longevity happiness as an eternity with her doing her bidding so that the galaxy remains safe,5
in another time you would gladly have been one of hers,-1
product received for free  its pretty fun i only have a few hours but from what i have played its neat,17
days  hrs mastery   conclusion is nice,-1
a better and free version of anthem,70
if you plan to go past just a few hours whatever sanity remained it will slowly be disintegrated as you continue to play but at least youll be having a load of fun by then   i like to generalize the warframe experience in  phases the new player the general player the masochi i mean the true space ninja  the new player most who just started the game would feel very overwhelmed after completing the first few intial missions as there is literially no more given help or tips on what to do next,-1
the true space ninja as repetitive any gamemode may be in warframe the amount of frames and weapons to choose from make the grind not just bearable but legitimately fun,5
the joy of bringing the wrong set up to a mission then finding out by the end it worked better than expected,37
solid gameplay fair fp and an absolutely ponderous amount of content  the community is also super chill and helpful aside from the handful of people fuming over the nerf of obnoxious weapons at the moment,4
better than destiny,41
this game is historically correct,64
ive clearly played this for a ridiculous number of hours and really like this game but i will try to be objective,-1
but if you can understand its a series of small bitesized dopamine rewards its so fun,-1
the story is an amazing complicated maze of political intrigue and alternate realities,18
if you enjoy power fantasy and space ninjas stick with it,5
ive started playing warframe  year ago it was free and looked a nice game,27
to my surprise since its a free game and theres no you have to spend real money if you want to progress in the game or have the best things in it the game is absoltely amazing,8
highly recomemded,25
,2
product received for free  its an okay game,17
i spent  hours with you lovely lady,7
its a wonderful game,77
the balancing is decent,-1
yes,33
great graphics,1
great optimization,1
i love the fact that everything you want in this game is able to be earned through work with the exception of cosmetics and even some of them are available to earn,8
no one said it would be easy but given time you can do it,-1
the graphics are fantastic and the controls are very dynamic,1
i also love how i can put the game down for a little while and pick it back up no problem,-1
all of this in a free to play game that offers a great deal of fun,0
its not a perfect game but its made by people who clearly enjoy making it and it shows,-1
full of heart and bold ideas never afraid to get weird,62
the music is out of this world the story dares to try something different in this tired world of live service games and the gameplay is a mix of cool things the devs wanted to see in their game and that alone makes it worth playing,1
alright i havent played for very long but this is already better than destiny,84
itss ok i guess,72
i like it more than destiny,41
best fp game ive played since runescape over  years ago,10
well its ok i think,72
anyways good game i recommend,13
its totally the best fp game of all time theres no such thing behind paywall because most of the stuff and currency are grindable except cosmetic some of them are free from event and there are also paid cosmetic,8
the combat are quite fun if you like space ninja parkour and pewpew well this is for you,5
warframe is consistently updated and shown alot of different play styles i give this game a huge recommendation to new players,55
amazing fp game with a really impressive development team,10
farming for credits and mods and all other good things,35
honestly this game is a blast,23
it has a great community that is friendly in every moment,4
i tried the game first back when it was in alpha and lost interest quite quickly but i have now found the game once again and absolutely love it,-1
amazing people,6
true gamers that play thier own game and host regular streams and dev chats to update us all on new features,11
clem my beloved,-1
seems okay,58
amazingrevolutionary game that brought it own concept to the industry,-1
i think this is one of the best free to play games ever,0
,2
warframe has come a long way from when i first started playing but i can honestly say the majority of it was great,-1
with many weapon types to choose from and different frames to use to suit your playstyle the possibilities are endless,14
there were a few bugs at first but the incredibly awesome support team was very quick to respond to reports and get back within  hours,-1
all in all this has become one of the best free to play games i have ever played and the graphics do an excellent job of immersing you in a living breathing world that is constantly changing,-1
other than that if you work hard and spend a decent amount of time on it everything important is attainable without paying money for it,8
i do encourage you to support the developers by buying things that you may like but only at your own discretion,-1
all in all i have had a great experience with this game rather than reading my longwinded review about the game why not try it yourself,-1
also feel free to add me ingame and i will do my best to be as helpful as possible my name is mixmasterson,4
see you on the battlefield and have fun,-1
you start the game as a cool space ninja dude saving the galaxy from disorder,5
worth a look at,25
yesyesyesyes yesyesyesyesyes yesyesyesyesyes,33
yesyesyesyesyes,33
yesyesyeyesyes yesyesyesyes,33
only played this game a little its nice,7
none of these things have changed but the game is pretty good,57
this game is a game where prety much everything can be obtained through trade and patience,8
the gameplay and trading in warframe are merciless to those who start out the game but provides an interesting learning experience to read the minds of the person on the other side of the screen,-1
even with the legendary grind this game has striked into players i remain playing the game seeing new content put out that never fails to impress,3
if you are looking for a game where you can casually spend time with friends be astounded by the copypasta maps that always hold great beauty laugh at the funny bugs that can be found on rare occassions fight for the honor of the merciless tenno or find a challenge mastering the games distinct mechanics and unmatched thirdperson combat then i welcome you to join warframe,-1
better than anthem,-1
i really recommend you to give it a try,20
amazing game,-1
great mid game and end game,-1
amazing customisation,39
wish they made the first few obtainable warframes and weapons faster to make as itll keep new players wanting to play,-1
i like being a teenage space ninja killing everything because space mommy said so,5
product received for free  just try it out its the kind of game thats fun for a while then u get bored u forget about it and after like  months u remember about it reinstall it play it for like  weeks then u forget about it again,17
the best free to play game out there,0
mechanics are easy to understand and requires only little time to master it,-1
a grindfest better than destiny,41
played a couple of hours seems pretty good,7
truly a great game,-1
developer is great and actually plays the game them selves,11
great gameplay,-1
the community is absolutely amazing and extremely helpful no matter the platform you play on,4
probably the best freetoplay game i have ever played,49
it is incredibly friendly towards freetoplay and the premium currency is relatively easy to trade for with warframemarket,79
story is also surprisingly intricate and engaging past any of my expectations for a game of this genre,18
the main gameplay loop while very grindy is a very enjoyable power fantasy experience,80
but i like it better than destiny,41
theres a reason why its still going strong after  years,57
a good free to play game that doesnt push microtransactions in your face every five mins and is actually a decent game,0
options menu is great runs at a decent frame rate on any system even a toaster could run this at high settings and still get fps,1
the game offers rebindable keys and also offers rebindable controller inputs which is a rarity these days,39
one of the best fp games constant updates amazing dev team,10
i guess its ok like yeah,72
there are tactics character nuances and tricks that youll pick up as you have fun grinding through missions,37
every time i launch the game i learn something new,-1
im thoroughly enjoying my time immersed in this game and i cant believe that this fp game has so much to offer,10
side note the free to play mechanics are done very well,0
warframe is a grindy game but the gameplay loop itself is incredible fun which makes up for it,-1
i tend to play for a few months and then stop for a year then come back and constantly am finding new content  its pretty great,-1
best free to play game,0
finally optimized the download cache,12
my time played in this game skyrocketed when crossplatform progression dropped,-1
if you love the grind pick it up and enjoy a really great feeling game with a surprising amount of story,-1
known for its fastpaced gameplay deep customization options and frequent content updates warframe has garnered a dedicated fan base since its initial release,-1
core mechanics and gameplay warframe offers a unique blend of thirdperson shooting parkour movement and melee combat,22
the fluidity and responsiveness of the gameplay mechanics make warframe a joy to play providing a sense of speed and agility as players traverse the games diverse environments,-1
the combat system in warframe is deep and satisfying allowing players to unleash devastating combos use various weapon types and seamlessly switch between ranged and melee combat,14
the games mobility mechanics including wallrunning and bullet jumping add an acrobatic flair to the gameplay creating exhilarating moments during intense battles,9
progression and customization warframe offers a robust progression system that allows players to acquire new warframes weapons and companions as they advance through the game,14
experimenting with different combinations of mods and finding synergies between warframe abilities and weapons offers a rewarding sense of progression and personalization,14
however its worth noting that warframes freetoplay model is highly generous as the vast majority of content can be obtained through gameplay without the need for realworld currency,79
warframe boasts an incredibly passionate and engaged community,66
the developers maintain a strong relationship with players through regular communication livestreams and forums,11
this level of engagement contributes to a sense of ownership and collaboration between the developers and the player base,11
the warframe community itself is known for its helpfulness and inclusivity,66
new players can find resources guides and mentoring from experienced players who are eager to assist in their journey,4
the communitys dedication extends to ingame events where players come together to achieve common goals and earn exclusive rewards,4
warframe is renowned for its frequent content updates which introduce new warframes weapons quests and game modes,-1
these updates often come with significant storydriven expansions that add depth to the games lore,18
the developers commitment to delivering regular and substantial updates ensures that the game remains fresh and exciting for both new and veteran players,12
